4GTV頻道,#genre#
CCTV 4 50 FPS,http://192.168.1.2:5000/itv/bestzb/5000000011000031102
CCTV 4 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265004
CCTV 5,http://192.168.1.2:5000/itv/ystenlive/1000000005000025222
CCTV 5 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265005
CCTV 5+,http://192.168.1.2:5000/itv/wasusyt/6000000001000015875
CCTV 5+ HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265016
CCTV 6電影,http://192.168.1.2:5000/itv/ystenlive/1000000001000001737
CCTV 6 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000004574
CCTV 6 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265006
CCTV 7國防軍事,http://192.168.1.2:5000/itv/ystenlive/1000000001000024341
CCTV 7 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000009055
CCTV 7 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265007
CCTV 8電視劇,http://192.168.1.2:5000/itv/wasusyt/6000000001000001070
CCTV 8 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265008
CCTV 9紀錄,http://192.168.1.2:5000/itv/ystenlive/1000000001000014583
CCTV 9 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000032162
CCTV 9 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265009
CCTV 10科教,http://192.168.1.2:5000/itv/ystenlive/1000000001000023734
CCTV 10 50 FPS,http://192.168.1.2:5000/itv/bestzb/5000000004000012827
CCTV 10 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265010
CCTV 11 50 FPS,http://192.168.1.2:5000/itv/bestzb/5000000011000031106
CCTV 11 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265011
CCTV 12,http://192.168.1.2:5000/itv/ystenlive/1000000001000032494
CCTV 12 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000022586
CCTV 12 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265012
CCTV 13新聞 50 FPS,http://192.168.1.2:5000/itv/bestzb/5000000011000031108
CCTV 14,http://192.168.1.2:5000/itv/ystenlive/1000000001000008170
CCTV 14 50 FPS,http://192.168.1.2:5000/itv/bestzb/5000000004000006673
CCTV 14 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265013
CCTV 15 50 FPS,http://192.168.1.2:5000/itv/bestzb/5000000011000031109
CCTV 15 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265014
CCTV 16,http://192.168.1.2:5000/itv/ystenlive/1000000006000233002
CCTV 16 4K HEVC,http://192.168.1.2:5000/itv/bestzb/5000000008000023254
CCTV 17,http://192.168.1.2:5000/itv/ystenlive/1000000006000268004
CCTV 17 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265015

本地衛視,#genre#
江蘇衛視 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000014861
江蘇衛視,http://192.168.1.2:5000/itv/ystenlive/1000000001000001828
江蘇衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265030
浙江衛視 50 FPS,http://192.168.1.2:5000/itv/bestzb/5000000004000007275
浙江衛視,http://192.168.1.2:5000/itv/ystenlive/1000000001000014260
浙江衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265031
湖南衛視,http://192.168.1.2:5000/itv/bestzb/5000000004000006692
湖南衛視 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000018044
湖南衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265024
北京衛視,http://192.168.1.2:5000/itv/wasusyt/6000000001000020451
北京衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265027
東方衛視,http://192.168.1.2:5000/itv/wasusyt/6000000001000003639
東方衛視 50 FPS,http://192.168.1.2:5000/itv/bestzb/5000000004000014098
東方衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265018
安徽衛視,http://192.168.1.2:5000/itv/ystenlive/1000000001000030159
安徽衛視 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000009954
安徽衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265025
东南衛視,http://192.168.1.2:5000/itv/bestzb/5000000004000010584
东南衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265033
甘肃衛視,http://192.168.1.2:5000/itv/bestzb/5000000011000031121
广东衛視,http://192.168.1.2:5000/itv/ystenlive/1000000001000014176
广东衛視 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000031076
广东衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265034
广西衛視,http://192.168.1.2:5000/itv/bestzb/5000000011000031118
贵州衛視,http://192.168.1.2:5000/itv/bestzb/5000000004000025843
海南衛視,http://192.168.1.2:5000/itv/bestzb/5000000004000006211
河北衛視,http://192.168.1.2:5000/itv/bestzb/5000000006000040016
河南衛視,http://192.168.1.2:5000/itv/bestzb/5000000011000031119
湖北衛視,http://192.168.1.2:5000/itv/ystenlive/1000000001000024621
湖北衛視 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000015436
湖北衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265023
吉林衛視,http://192.168.1.2:5000/itv/bestzb/5000000011000031117
江西衛視,http://192.168.1.2:5000/itv/ystenlive/1000000006000268001
江西衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265032
辽宁衛視,http://192.168.1.2:5000/itv/bestzb/5000000004000011671
辽宁衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265022
青海衛視,http://192.168.1.2:5000/itv/ystenlive/1000000002000013359
山东衛視,http://192.168.1.2:5000/itv/ystenlive/1000000001000016568
山东衛視 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000004134
山东衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265019
深圳衛視,http://192.168.1.2:5000/itv/bestzb/5000000004000007410
深圳衛視 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000002116
深圳衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265028
四川衛視,http://192.168.1.2:5000/itv/bestzb/5000000004000006119
天津衛視,http://192.168.1.2:5000/itv/bestzb/5000000004000006827
天津衛視 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000009186
天津衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265026
云南衛視,http://192.168.1.2:5000/itv/bestzb/5000000011000031120
重庆衛視,http://192.168.1.2:5000/itv/ystenlive/1000000001000001096
重庆衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265017
黑龙江衛視,http://192.168.1.2:5000/itv/ystenlive/1000000001000001925
黑龙江衛視 50 FPS,http://192.168.1.2:5000/itv/wasusyt/6000000001000016510
黑龙江衛視 HEVC,http://192.168.1.2:5000/itv/ystenlive/1000000005000265029
