Pixman「野生」,#genre#
崇明综合,http://116.226.31.83:9901/tsfile/live/1009_1.m3u8
五星体育,http://116.226.31.83:9901/tsfile/live/1010_1.m3u8
上海电视剧,http://116.226.31.83:9901/tsfile/live/1013_1.m3u8
新闻综合,http://116.226.31.83:9901/tsfile/live/1000_1.m3u8
都市频道,http://116.226.31.83:9901/tsfile/live/1001_1.m3u8
甘肃卫视,http://116.226.31.83:9901/tsfile/live/0113_1.m3u8
吉林卫视,http://116.226.31.83:9901/tsfile/live/0116_1.m3u8
河北卫视,http://116.226.31.83:9901/tsfile/live/0117_1.m3u8
广西卫视,http://116.226.31.83:9901/tsfile/live/0118_1.m3u8
云南卫视,http://116.226.31.83:9901/tsfile/live/0119_1.m3u8
贵州卫视,http://116.226.31.83:9901/tsfile/live/0120_1.m3u8
辽宁卫视,http://116.226.31.83:9901/tsfile/live/0121_1.m3u8
北京卫视,http://116.226.31.83:9901/tsfile/live/0122_1.m3u8
四川卫视,http://116.226.31.83:9901/tsfile/live/0123_1.m3u8
浙江卫视,http://116.226.31.83:9901/tsfile/live/0124_1.m3u8
广东卫视,http://116.226.31.83:9901/tsfile/live/0125_1.m3u8
深圳卫视,http://116.226.31.83:9901/tsfile/live/0126_1.m3u8
江苏卫视,http://116.226.31.83:9901/tsfile/live/0127_1.m3u8
湖南卫视,http://116.226.31.83:9901/tsfile/live/0128_1.m3u8
安徽卫视,http://116.226.31.83:9901/tsfile/live/0130_1.m3u8
山东卫视,http://116.226.31.83:9901/tsfile/live/0131_1.m3u8
湖北卫视,http://116.226.31.83:9901/tsfile/live/0132_1.m3u8
天津卫视,http://116.226.31.83:9901/tsfile/live/0135_1.m3u8
陕西卫视,http://116.226.31.83:9901/tsfile/live/0136_1.m3u8
东南卫视,http://116.226.31.83:9901/tsfile/live/0137_1.m3u8
江西卫视,http://116.226.31.83:9901/tsfile/live/0138_1.m3u8
河南卫视,http://116.226.31.83:9901/tsfile/live/0139_1.m3u8
重庆卫视,http://116.226.31.83:9901/tsfile/live/0142_1.m3u8
东方财经HD,http://116.226.31.83:9901/tsfile/live/1002_1.m3u8

江苏省「酒店」,#genre#

CCTV1-综合,http://180.117.149.162:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://180.117.149.162:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://180.117.149.162:9901/tsfile/live/0003_1.m3u8
CCTV4-国际,http://180.117.149.162:9901/tsfile/live/0004_1.m3u8
CCTV5-体育,http://180.117.149.162:9901/tsfile/live/0005_1.m3u8
CCTV6-电影,http://180.117.149.162:9901/tsfile/live/0006_1.m3u8
CCTV7-国防军事,http://180.117.149.162:9901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://180.117.149.162:9901/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://180.117.149.162:9901/tsfile/live/0009_1.m3u8
CCTV10-科教,http://180.117.149.162:9901/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://180.117.149.162:9901/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://180.117.149.162:9901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://180.117.149.162:9901/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://180.117.149.162:9901/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://180.117.149.162:9901/tsfile/live/0015_1.m3u8
北京卫视,http://180.117.149.162:9901/tsfile/live/0122_1.m3u8
东方卫视,http://180.117.149.162:9901/tsfile/live/0107_1.m3u8
天津卫视,http://180.117.149.162:9901/tsfile/live/0135_1.m3u8
重庆卫视,http://180.117.149.162:9901/tsfile/live/0142_1.m3u8
江苏卫视,http://180.117.149.162:9901/tsfile/live/0127_1.m3u8
浙江卫视,http://180.117.149.162:9901/tsfile/live/0124_1.m3u8
安徽卫视,http://180.117.149.162:9901/tsfile/live/0130_1.m3u8
河南卫视,http://180.117.149.162:9901/tsfile/live/0139_1.m3u8
河北卫视,http://180.117.149.162:9901/tsfile/live/0117_1.m3u8
山东卫视,http://180.117.149.162:9901/tsfile/live/0131_1.m3u8
山西卫视,http://180.117.149.162:9901/tsfile/live/0118_1.m3u8
湖南卫视,http://180.117.149.162:9901/tsfile/live/0128_1.m3u8
湖北卫视,http://180.117.149.162:9901/tsfile/live/0132_1.m3u8
广东卫视,http://180.117.149.162:9901/tsfile/live/0125_1.m3u8
广西卫视,http://180.117.149.162:9901/tsfile/live/0113_1.m3u8
东南卫视,http://180.117.149.162:9901/tsfile/live/0137_1.m3u8
江西卫视,http://180.117.149.162:9901/tsfile/live/0138_1.m3u8
陕西卫视,http://180.117.149.162:9901/tsfile/live/0118_2.m3u8
吉林卫视,http://180.117.149.162:9901/tsfile/live/0116_1.m3u8
辽宁卫视,http://180.117.149.162:9901/tsfile/live/0121_1.m3u8
黑龙江卫视,http://180.117.149.162:9901/tsfile/live/0143_1.m3u8
内蒙古卫视,http://180.117.149.162:9901/tsfile/live/0109_1.m3u8
新疆卫视,http://180.117.149.162:9901/tsfile/live/0110_1.m3u8
西藏卫视,http://180.117.149.162:9901/tsfile/live/0111_1.m3u8
云南卫视,http://180.117.149.162:9901/tsfile/live/0119_1.m3u8
凤凰资讯,http://180.117.149.162:9901/tsfile/live/1007_1.m3u8
电影轮播,http://180.117.149.162:9901/tsfile/live/1003_1.m3u8

湖北省「酒店」,#genre#

CCTV1-综合,http://59.173.243.210:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://59.173.243.210:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://59.173.243.210:9901/tsfile/live/0003_1.m3u8
CCTV4-中文国际,http://59.173.243.210:9901/tsfile/live/1004_1.m3u8
CCTV5-体育,http://59.173.243.210:9901/tsfile/live/1005_1.m3u8
CCTV6-电影,http://59.173.243.210:9901/tsfile/live/1006_1.m3u8
CCTV7-国防军事,http://59.173.243.210:9901/tsfile/live/1007_1.m3u8
CCTV8-电视剧,http://59.173.243.210:9901/tsfile/live/1008_1.m3u8
CCTV9-纪录,http://59.173.243.210:9901/tsfile/live/1009_1.m3u8
CCTV10-科教,http://59.173.243.210:9901/tsfile/live/1010_1.m3u8
CCTV11-戏曲,http://59.173.243.210:9901/tsfile/live/1011_1.m3u8
CCTV12-社会与法,http://59.173.243.210:9901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://59.173.243.210:9901/tsfile/live/1013_1.m3u8
CCTV14-少儿,http://59.173.243.210:9901/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://59.173.243.210:9901/tsfile/live/1015_1.m3u8
CCTV16-奥林匹克,http://59.173.243.210:9901/tsfile/live/1036_1.m3u8
CCTV17-农业农村,http://59.173.243.210:9901/tsfile/live/1016_1.m3u8
CCTV5+体育赛事,http://59.173.243.210:9901/tsfile/live/1021_1.m3u8
湖北卫视,http://59.173.243.210:9901/tsfile/live/1018_1.m3u8
湖北经视,http://59.173.243.210:9901/tsfile/live/1019_1.m3u8
湖北公共新闻,http://59.173.243.210:9901/tsfile/live/1034_1.m3u8
湖北电视台,http://59.173.243.210:9901/tsfile/live/1020_1.m3u8
湖北影视,http://59.173.243.210:9901/tsfile/live/1000_1.m3u8
湖南卫视,http://59.173.243.210:9901/tsfile/live/1022_1.m3u8
江苏卫视,http://59.173.243.210:9901/tsfile/live/1023_1.m3u8
浙江卫视,http://59.173.243.210:9901/tsfile/live/1024_1.m3u8
北京卫视,http://59.173.243.210:9901/tsfile/live/1026_1.m3u8
东方卫视,http://59.173.243.210:9901/tsfile/live/1039_1.m3u8
深圳卫视,http://59.173.243.210:9901/tsfile/live/1027_1.m3u8
天津卫视,http://59.173.243.210:9901/tsfile/live/0135_1.m3u8
辽宁卫视,http://59.173.243.210:9901/tsfile/live/1029_1.m3u8
山东卫视,http://59.173.243.210:9901/tsfile/live/1030_1.m3u8
重庆卫视,http://59.173.243.210:9901/tsfile/live/1032_1.m3u8
东南卫视,http://59.173.243.210:9901/tsfile/live/1033_1.m3u8
安徽卫视,http://59.173.243.210:9901/tsfile/live/1025_1.m3u8
河南卫视,http://59.173.243.210:9901/tsfile/live/1035_1.m3u8
四川卫视,http://59.173.243.210:9901/tsfile/live/1037_1.m3u8
海南卫视,http://59.173.243.210:9901/tsfile/live/1040_1.m3u8
江西卫视,http://59.173.243.210:9901/tsfile/live/0138_1.m3u8
广东卫视,http://59.173.243.210:9901/tsfile/live/1017_1.m3u8
吉林卫视,http://59.173.243.210:9901/tsfile/live/0116_1.m3u8
武汉1新闻综合,http://59.173.243.210:9901/tsfile/live/1003_1.m3u8
武汉2电视剧,http://59.173.243.210:9901/tsfile/live/1038_1.m3u8
武汉3科技生活,http://59.173.243.210:9901/tsfile/live/1002_1.m3u8
武汉教育,http://59.173.243.210:9901/tsfile/live/1001_1.m3u8
武汉5文体,http://59.173.243.210:9901/tsfile/live/0119_1.m3u8
武汉6外语,http://59.173.243.210:9901/tsfile/live/1012_1.m3u8
湖北垄上,http://59.173.243.210:9901/tsfile/live/1031_1.m3u8

广东省「酒店」,#genre#

CCTV1综合,http://218.13.170.98:9901/tsfile/live/0001_1.m3u8
CCTV2财经,http://218.13.170.98:9901/tsfile/live/0002_1.m3u8
CCTV3综艺,http://218.13.170.98:9901/tsfile/live/0003_1.m3u8
CCTV4中文国际,http://218.13.170.98:9901/tsfile/live/0004_1.m3u8
CCTV5体育,http://218.13.170.98:9901/tsfile/live/0005_1.m3u8
CCTV6电影,http://218.13.170.98:9901/tsfile/live/0006_1.m3u8
CCTV7国防军事,http://218.13.170.98:9901/tsfile/live/0007_1.m3u8
CCTV8电视剧,http://218.13.170.98:9901/tsfile/live/0008_1.m3u8
CCTV9纪录,http://218.13.170.98:9901/tsfile/live/0009_1.m3u8
CCTV10科教,http://218.13.170.98:9901/tsfile/live/0010_1.m3u8
CCTV11戏曲,http://218.13.170.98:9901/tsfile/live/0011_1.m3u8
CCTV12社会与法,http://218.13.170.98:9901/tsfile/live/0012_1.m3u8
CCTV13新闻,http://218.13.170.98:9901/tsfile/live/0013_1.m3u8
CCTV14少儿,http://218.13.170.98:9901/tsfile/live/0014_1.m3u8
CCTV15音乐,http://218.13.170.98:9901/tsfile/live/0015_1.m3u8
CCTV-17农业,http://218.13.170.98:9901/tsfile/live/0016_1.m3u8
广东卫视,http://218.13.170.98:9901/tsfile/live/0017_1.m3u8
经济科教,http://218.13.170.98:9901/tsfile/live/0018_1.m3u8
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8
广东珠江,http://218.13.170.98:9901/tsfile/live/1000_1.m3u8
湖南卫视,http://218.13.170.98:9901/tsfile/live/1001_1.m3u8
浙江卫视,http://218.13.170.98:9901/tsfile/live/1002_1.m3u8
江苏卫视,http://218.13.170.98:9901/tsfile/live/1003_1.m3u8
北京卫视,http://218.13.170.98:9901/tsfile/live/1004_1.m3u8
深圳卫视,http://218.13.170.98:9901/tsfile/live/1005_1.m3u8
黑龙江卫视,http://218.13.170.98:9901/tsfile/live/1006_1.m3u8
湖北卫视,http://218.13.170.98:9901/tsfile/live/1007_1.m3u8
天津卫视,http://218.13.170.98:9901/tsfile/live/1008_1.m3u8
山东卫视,http://218.13.170.98:9901/tsfile/live/1009_1.m3u8
东方卫视,http://218.13.170.98:9901/tsfile/live/1010_1.m3u8
辽宁卫视,http://218.13.170.98:9901/tsfile/live/0121_1.m3u8
四川卫视,http://218.13.170.98:9901/tsfile/live/1011_1.m3u8
重庆卫视,http://218.13.170.98:9901/tsfile/live/1012_1.m3u8
安徽卫视,http://218.13.170.98:9901/tsfile/live/1013_1.m3u8
贵州卫视,http://218.13.170.98:9901/tsfile/live/1014_1.m3u8
福建东南卫视,http://218.13.170.98:9901/tsfile/live/1015_1.m3u8
河北卫视,http://218.13.170.98:9901/tsfile/live/1016_1.m3u8
江西卫视,http://218.13.170.98:9901/tsfile/live/1017_1.m3u8
吉林卫视,http://218.13.170.98:9901/tsfile/live/1018_1.m3u8
广西卫视,http://218.13.170.98:9901/tsfile/live/1019_1.m3u8
陕西卫视,http://218.13.170.98:9901/tsfile/live/0136_1.m3u8
山西卫视,http://218.13.170.98:9901/tsfile/live/0118_1.m3u8
内蒙古卫视,http://218.13.170.98:9901/tsfile/live/0109_1.m3u8
青海卫视,http://218.13.170.98:9901/tsfile/live/0140_1.m3u8
海南卫视,http://218.13.170.98:9901/tsfile/live/1020_1.m3u8
宁夏卫视,http://218.13.170.98:9901/tsfile/live/0112_1.m3u8
西藏卫视,http://218.13.170.98:9901/tsfile/live/0111_1.m3u8
新疆卫视,http://218.13.170.98:9901/tsfile/live/0110_1.m3u8
甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8
兵团卫视,http://218.13.170.98:9901/tsfile/live/0115_1.m3u8
卡酷动画,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8
金鹰卡通,http://218.13.170.98:9901/tsfile/live/1022_1.m3u8

Astro「限安卓」,#genre#

 Baby Shark TV,https://newidco-babysharktv-1-eu.rakuten.wurl.tv/playlist.m3u8
 Kidoodle TV,https://kidoodletv-kdtv-1-us.samsung.wurl.tv/playlist.m3u8
 ZooMoo,https://amg01553-blueantmediaasi-zoomoonz-samsungnz-rdufn.amagi.tv/playlist/amg01553-blueantmediaasi-zoomoonz-samsungnz/playlist.m3u8
 Lego tv,https://d34enhfsgjw5ti.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/LEGO2-prod/.m3u8
 GO Live (Brunei),#EXTVLCOPT:network-caching=1000 
 Aneka (Brunei),https://d1211whpimeups.cloudfront.net/smil:rtb2/chunklist_b1120000_sleng.m3u8
